Name,State,Year,rank
Princeton University,NJ,2000,4.0
Princeton University,NJ,2001,1.0
Princeton University,NJ,2002,1.0
Princeton University,NJ,2003,1.0
Princeton University,NJ,2004,1.0
Princeton University,NJ,2005,1.0
Princeton University,NJ,2006,1.0
Princeton University,NJ,2007,1.0
Princeton University,NJ,2008,1.0
Princeton University,NJ,2009,2.0
Princeton University,NJ,2010,1.0
Princeton University,NJ,2011,2.0
Princeton University,NJ,2012,1.0
Princeton University,NJ,2013,1.0
Princeton University,NJ,2014,1.0
Princeton University,NJ,2015,1.0
Princeton University,NJ,2016,1.0
Princeton University,NJ,2017,1.0
Princeton University,NJ,2018,1.0
Princeton University,NJ,1984,4.0
Princeton University,NJ,1986,4.0
Princeton University,NJ,1988,4.0
Princeton University,NJ,1989,2.0
Princeton University,NJ,1990,2.0
Princeton University,NJ,1991,4.0
Princeton University,NJ,1992,4.0
Princeton University,NJ,1993,2.0
Princeton University,NJ,1994,2.0
Princeton University,NJ,1995,2.0
Princeton University,NJ,1996,2.0
Princeton University,NJ,1997,2.0
Princeton University,NJ,1998,1.0
Harvard University,MA,2000,2.0
Harvard University,MA,2001,2.0
Harvard University,MA,2002,2.0
Harvard University,MA,2003,2.0
Harvard University,MA,2004,1.0
Harvard University,MA,2005,1.0
Harvard University,MA,2006,1.0
Harvard University,MA,2007,2.0
Harvard University,MA,2008,2.0
Harvard University,MA,2009,1.0
Harvard University,MA,2010,1.0
Harvard University,MA,2011,1.0
Harvard University,MA,2012,1.0
Harvard University,MA,2013,1.0
Harvard University,MA,2014,2.0
Harvard University,MA,2015,2.0
Harvard University,MA,2016,2.0
Harvard University,MA,2017,2.0
Harvard University,MA,2018,2.0
Harvard University,MA,1984,2.0
Harvard University,MA,1986,2.0
Harvard University,MA,1988,2.0
Harvard University,MA,1989,4.0
Harvard University,MA,1990,3.0
Harvard University,MA,1991,1.0
Harvard University,MA,1992,1.0
Harvard University,MA,1993,1.0
Harvard University,MA,1994,1.0
Harvard University,MA,1995,1.0
Harvard University,MA,1996,1.0
Harvard University,MA,1997,3.0
Harvard University,MA,1998,1.0
Yale University,CT,2000,4.0
Yale University,CT,2001,2.0
Yale University,CT,2002,2.0
Yale University,CT,2003,2.0
Yale University,CT,2004,3.0
Yale University,CT,2005,3.0
Yale University,CT,2006,3.0
Yale University,CT,2007,3.0
Yale University,CT,2008,3.0
Yale University,CT,2009,3.0
Yale University,CT,2010,3.0
Yale University,CT,2011,3.0
Yale University,CT,2012,3.0
Yale University,CT,2013,3.0
Yale University,CT,2014,3.0
Yale University,CT,2015,3.0
Yale University,CT,2016,3.0
Yale University,CT,2017,3.0
Yale University,CT,2018,3.0
Yale University,CT,1984,3.0
Yale University,CT,1986,2.0
Yale University,CT,1988,3.0
Yale University,CT,1989,1.0
Yale University,CT,1990,1.0
Yale University,CT,1991,3.0
Yale University,CT,1992,2.0
Yale University,CT,1993,3.0
Yale University,CT,1994,3.0
Yale University,CT,1995,3.0
Yale University,CT,1996,2.0
Yale University,CT,1997,1.0
Yale University,CT,1998,3.0
University of Chicago,IL,2000,13.0
University of Chicago,IL,2001,10.0
University of Chicago,IL,2002,9.0
University of Chicago,IL,2003,12.0
University of Chicago,IL,2004,13.0
University of Chicago,IL,2005,14.0
University of Chicago,IL,2006,15.0
University of Chicago,IL,2007,9.0
University of Chicago,IL,2008,9.0
University of Chicago,IL,2009,8.0
University of Chicago,IL,2010,8.0
University of Chicago,IL,2011,9.0
University of Chicago,IL,2012,5.0
University of Chicago,IL,2013,4.0
University of Chicago,IL,2014,5.0
University of Chicago,IL,2015,4.0
University of Chicago,IL,2016,4.0
University of Chicago,IL,2017,3.0
University of Chicago,IL,2018,3.0
University of Chicago,IL,1984,6.0
University of Chicago,IL,1986,5.0
University of Chicago,IL,1988,8.0
University of Chicago,IL,1989,10.0
University of Chicago,IL,1990,9.0
University of Chicago,IL,1991,11.0
University of Chicago,IL,1992,10.0
University of Chicago,IL,1993,9.0
University of Chicago,IL,1994,9.0
University of Chicago,IL,1995,10.0
University of Chicago,IL,1996,11.0
University of Chicago,IL,1997,12.0
University of Chicago,IL,1998,14.0
Columbia University,NY,2000,10.0
Columbia University,NY,2001,10.0
Columbia University,NY,2002,9.0
Columbia University,NY,2003,10.0
Columbia University,NY,2004,11.0
Columbia University,NY,2005,9.0
Columbia University,NY,2006,9.0
Columbia University,NY,2007,9.0
Columbia University,NY,2008,9.0
Columbia University,NY,2009,8.0
Columbia University,NY,2010,8.0
Columbia University,NY,2011,4.0
Columbia University,NY,2012,4.0
Columbia University,NY,2013,4.0
Columbia University,NY,2014,4.0
Columbia University,NY,2015,4.0
Columbia University,NY,2016,4.0
Columbia University,NY,2017,5.0
Columbia University,NY,2018,5.0
Columbia University,NY,1984,
Columbia University,NY,1986,
Columbia University,NY,1988,18.0
Columbia University,NY,1989,8.0
Columbia University,NY,1990,11.0
Columbia University,NY,1991,10.0
Columbia University,NY,1992,9.0
Columbia University,NY,1993,10.0
Columbia University,NY,1994,11.0
Columbia University,NY,1995,9.0
Columbia University,NY,1996,15.0
Columbia University,NY,1997,11.0
Columbia University,NY,1998,9.0
Massachusetts Institute of Technology,MA,2000,3.0
Massachusetts Institute of Technology,MA,2001,5.0
Massachusetts Institute of Technology,MA,2002,5.0
Massachusetts Institute of Technology,MA,2003,4.0
Massachusetts Institute of Technology,MA,2004,4.0
Massachusetts Institute of Technology,MA,2005,5.0
Massachusetts Institute of Technology,MA,2006,7.0
Massachusetts Institute of Technology,MA,2007,4.0
Massachusetts Institute of Technology,MA,2008,7.0
Massachusetts Institute of Technology,MA,2009,4.0
Massachusetts Institute of Technology,MA,2010,4.0
Massachusetts Institute of Technology,MA,2011,7.0
Massachusetts Institute of Technology,MA,2012,5.0
Massachusetts Institute of Technology,MA,2013,6.0
Massachusetts Institute of Technology,MA,2014,7.0
Massachusetts Institute of Technology,MA,2015,7.0
Massachusetts Institute of Technology,MA,2016,7.0
Massachusetts Institute of Technology,MA,2017,7.0
Massachusetts Institute of Technology,MA,2018,5.0
Massachusetts Institute of Technology,MA,1984,10.0
Massachusetts Institute of Technology,MA,1986,11.0
Massachusetts Institute of Technology,MA,1988,11.0
Massachusetts Institute of Technology,MA,1989,5.0
Massachusetts Institute of Technology,MA,1990,7.0
Massachusetts Institute of Technology,MA,1991,6.0
Massachusetts Institute of Technology,MA,1992,6.0
Massachusetts Institute of Technology,MA,1993,5.0
Massachusetts Institute of Technology,MA,1994,4.0
Massachusetts Institute of Technology,MA,1995,4.0
Massachusetts Institute of Technology,MA,1996,5.0
Massachusetts Institute of Technology,MA,1997,5.0
Massachusetts Institute of Technology,MA,1998,6.0
Stanford University,CA,2000,6.0
Stanford University,CA,2001,6.0
Stanford University,CA,2002,5.0
Stanford University,CA,2003,4.0
Stanford University,CA,2004,5.0
Stanford University,CA,2005,5.0
Stanford University,CA,2006,5.0
Stanford University,CA,2007,4.0
Stanford University,CA,2008,4.0
Stanford University,CA,2009,4.0
Stanford University,CA,2010,4.0
Stanford University,CA,2011,5.0
Stanford University,CA,2012,5.0
Stanford University,CA,2013,6.0
Stanford University,CA,2014,5.0
Stanford University,CA,2015,4.0
Stanford University,CA,2016,4.0
Stanford University,CA,2017,5.0
Stanford University,CA,2018,5.0
Stanford University,CA,1984,1.0
Stanford University,CA,1986,1.0
Stanford University,CA,1988,1.0
Stanford University,CA,1989,6.0
Stanford University,CA,1990,6.0
Stanford University,CA,1991,2.0
Stanford University,CA,1992,3.0
Stanford University,CA,1993,4.0
Stanford University,CA,1994,6.0
Stanford University,CA,1995,5.0
Stanford University,CA,1996,4.0
Stanford University,CA,1997,6.0
Stanford University,CA,1998,5.0
University of Pennsylvania,PA,2000,7.0
University of Pennsylvania,PA,2001,6.0
University of Pennsylvania,PA,2002,5.0
University of Pennsylvania,PA,2003,4.0
University of Pennsylvania,PA,2004,5.0
University of Pennsylvania,PA,2005,4.0
University of Pennsylvania,PA,2006,4.0
University of Pennsylvania,PA,2007,7.0
University of Pennsylvania,PA,2008,5.0
University of Pennsylvania,PA,2009,6.0
University of Pennsylvania,PA,2010,4.0
University of Pennsylvania,PA,2011,5.0
University of Pennsylvania,PA,2012,5.0
University of Pennsylvania,PA,2013,8.0
University of Pennsylvania,PA,2014,7.0
University of Pennsylvania,PA,2015,8.0
University of Pennsylvania,PA,2016,9.0
University of Pennsylvania,PA,2017,8.0
University of Pennsylvania,PA,2018,8.0
University of Pennsylvania,PA,1984,
University of Pennsylvania,PA,1986,
University of Pennsylvania,PA,1988,19.0
University of Pennsylvania,PA,1989,15.0
University of Pennsylvania,PA,1990,20.0
University of Pennsylvania,PA,1991,13.0
University of Pennsylvania,PA,1992,13.0
University of Pennsylvania,PA,1993,14.0
University of Pennsylvania,PA,1994,16.0
University of Pennsylvania,PA,1995,12.0
University of Pennsylvania,PA,1996,11.0
University of Pennsylvania,PA,1997,13.0
University of Pennsylvania,PA,1998,7.0
Duke University,NC,2000,7.0
Duke University,NC,2001,8.0
Duke University,NC,2002,8.0
Duke University,NC,2003,4.0
Duke University,NC,2004,5.0
Duke University,NC,2005,5.0
Duke University,NC,2006,5.0
Duke University,NC,2007,8.0
Duke University,NC,2008,8.0
Duke University,NC,2009,8.0
Duke University,NC,2010,10.0
Duke University,NC,2011,9.0
Duke University,NC,2012,10.0
Duke University,NC,2013,8.0
Duke University,NC,2014,7.0
Duke University,NC,2015,8.0
Duke University,NC,2016,8.0
Duke University,NC,2017,8.0
Duke University,NC,2018,9.0
Duke University,NC,1984,
Duke University,NC,1986,6.0
Duke University,NC,1988,7.0
Duke University,NC,1989,12.0
Duke University,NC,1990,5.0
Duke University,NC,1991,7.0
Duke University,NC,1992,7.0
Duke University,NC,1993,7.0
Duke University,NC,1994,7.0
Duke University,NC,1995,6.0
Duke University,NC,1996,6.0
Duke University,NC,1997,4.0
Duke University,NC,1998,3.0
Johns Hopkins University,MD,2000,7.0
Johns Hopkins University,MD,2001,15.0
Johns Hopkins University,MD,2002,16.0
Johns Hopkins University,MD,2003,15.0
Johns Hopkins University,MD,2004,14.0
Johns Hopkins University,MD,2005,14.0
Johns Hopkins University,MD,2006,13.0
Johns Hopkins University,MD,2007,16.0
Johns Hopkins University,MD,2008,14.0
Johns Hopkins University,MD,2009,15.0
Johns Hopkins University,MD,2010,14.0
Johns Hopkins University,MD,2011,13.0
Johns Hopkins University,MD,2012,13.0
Johns Hopkins University,MD,2013,13.0
Johns Hopkins University,MD,2014,12.0
Johns Hopkins University,MD,2015,12.0
Johns Hopkins University,MD,2016,10.0
Johns Hopkins University,MD,2017,10.0
Johns Hopkins University,MD,2018,11.0
Johns Hopkins University,MD,1984,
Johns Hopkins University,MD,1986,
Johns Hopkins University,MD,1988,16.0
Johns Hopkins University,MD,1989,11.0
Johns Hopkins University,MD,1990,14.0
Johns Hopkins University,MD,1991,15.0
Johns Hopkins University,MD,1992,11.0
Johns Hopkins University,MD,1993,15.0
Johns Hopkins University,MD,1994,15.0
Johns Hopkins University,MD,1995,22.0
Johns Hopkins University,MD,1996,10.0
Johns Hopkins University,MD,1997,15.0
Johns Hopkins University,MD,1998,14.0
Northwestern University,IL,2000,14.0
Northwestern University,IL,2001,13.0
Northwestern University,IL,2002,12.0
Northwestern University,IL,2003,10.0
Northwestern University,IL,2004,11.0
Northwestern University,IL,2005,11.0
Northwestern University,IL,2006,12.0
Northwestern University,IL,2007,14.0
Northwestern University,IL,2008,14.0
Northwestern University,IL,2009,12.0
Northwestern University,IL,2010,12.0
Northwestern University,IL,2011,12.0
Northwestern University,IL,2012,12.0
Northwestern University,IL,2013,12.0
Northwestern University,IL,2014,12.0
Northwestern University,IL,2015,13.0
Northwestern University,IL,2016,12.0
Northwestern University,IL,2017,12.0
Northwestern University,IL,2018,11.0
Northwestern University,IL,1984,
Northwestern University,IL,1986,
Northwestern University,IL,1988,17.0
Northwestern University,IL,1989,16.0
Northwestern University,IL,1990,19.0
Northwestern University,IL,1991,23.0
Northwestern University,IL,1992,14.0
Northwestern University,IL,1993,13.0
Northwestern University,IL,1994,13.0
Northwestern University,IL,1995,14.0
Northwestern University,IL,1996,13.0
Northwestern University,IL,1997,9.0
Northwestern University,IL,1998,9.0
California Institute of Technology,CA,2000,1.0
California Institute of Technology,CA,2001,4.0
California Institute of Technology,CA,2002,4.0
California Institute of Technology,CA,2003,4.0
California Institute of Technology,CA,2004,5.0
California Institute of Technology,CA,2005,8.0
California Institute of Technology,CA,2006,7.0
California Institute of Technology,CA,2007,4.0
California Institute of Technology,CA,2008,5.0
California Institute of Technology,CA,2009,6.0
California Institute of Technology,CA,2010,4.0
California Institute of Technology,CA,2011,7.0
California Institute of Technology,CA,2012,5.0
California Institute of Technology,CA,2013,10.0
California Institute of Technology,CA,2014,10.0
California Institute of Technology,CA,2015,10.0
California Institute of Technology,CA,2016,10.0
California Institute of Technology,CA,2017,12.0
California Institute of Technology,CA,2018,10.0
California Institute of Technology,CA,1984,12.0
California Institute of Technology,CA,1986,
California Institute of Technology,CA,1988,21.0
California Institute of Technology,CA,1989,3.0
California Institute of Technology,CA,1990,4.0
California Institute of Technology,CA,1991,5.0
California Institute of Technology,CA,1992,4.0
California Institute of Technology,CA,1993,5.0
California Institute of Technology,CA,1994,5.0
California Institute of Technology,CA,1995,7.0
California Institute of Technology,CA,1996,7.0
California Institute of Technology,CA,1997,9.0
California Institute of Technology,CA,1998,9.0
Dartmouth College,NH,2000,11.0
Dartmouth College,NH,2001,9.0
Dartmouth College,NH,2002,9.0
Dartmouth College,NH,2003,9.0
Dartmouth College,NH,2004,9.0
Dartmouth College,NH,2005,9.0
Dartmouth College,NH,2006,9.0
Dartmouth College,NH,2007,9.0
Dartmouth College,NH,2008,11.0
Dartmouth College,NH,2009,11.0
Dartmouth College,NH,2010,11.0
Dartmouth College,NH,2011,9.0
Dartmouth College,NH,2012,11.0
Dartmouth College,NH,2013,10.0
Dartmouth College,NH,2014,10.0
Dartmouth College,NH,2015,11.0
Dartmouth College,NH,2016,12.0
Dartmouth College,NH,2017,11.0
Dartmouth College,NH,2018,11.0
Dartmouth College,NH,1984,10.0
Dartmouth College,NH,1986,10.0
Dartmouth College,NH,1988,6.0
Dartmouth College,NH,1989,7.0
Dartmouth College,NH,1990,8.0
Dartmouth College,NH,1991,8.0
Dartmouth College,NH,1992,8.0
Dartmouth College,NH,1993,7.0
Dartmouth College,NH,1994,8.0
Dartmouth College,NH,1995,8.0
Dartmouth College,NH,1996,7.0
Dartmouth College,NH,1997,7.0
Dartmouth College,NH,1998,7.0
Brown University,RI,2000,14.0
Brown University,RI,2001,15.0
Brown University,RI,2002,16.0
Brown University,RI,2003,17.0
Brown University,RI,2004,17.0
Brown University,RI,2005,13.0
Brown University,RI,2006,15.0
Brown University,RI,2007,15.0
Brown University,RI,2008,14.0
Brown University,RI,2009,16.0
Brown University,RI,2010,16.0
Brown University,RI,2011,15.0
Brown University,RI,2012,15.0
Brown University,RI,2013,15.0
Brown University,RI,2014,14.0
Brown University,RI,2015,16.0
Brown University,RI,2016,14.0
Brown University,RI,2017,14.0
Brown University,RI,2018,14.0
Brown University,RI,1984,
Brown University,RI,1986,7.0
Brown University,RI,1988,10.0
Brown University,RI,1989,13.0
Brown University,RI,1990,15.0
Brown University,RI,1991,12.0
Brown University,RI,1992,17.0
Brown University,RI,1993,18.0
Brown University,RI,1994,12.0
Brown University,RI,1995,11.0
Brown University,RI,1996,9.0
Brown University,RI,1997,8.0
Brown University,RI,1998,9.0
Vanderbilt University,TN,2000,20.0
Vanderbilt University,TN,2001,22.0
Vanderbilt University,TN,2002,21.0
Vanderbilt University,TN,2003,21.0
Vanderbilt University,TN,2004,19.0
Vanderbilt University,TN,2005,18.0
Vanderbilt University,TN,2006,18.0
Vanderbilt University,TN,2007,18.0
Vanderbilt University,TN,2008,19.0
Vanderbilt University,TN,2009,18.0
Vanderbilt University,TN,2010,17.0
Vanderbilt University,TN,2011,17.0
Vanderbilt University,TN,2012,17.0
Vanderbilt University,TN,2013,17.0
Vanderbilt University,TN,2014,17.0
Vanderbilt University,TN,2015,16.0
Vanderbilt University,TN,2016,15.0
Vanderbilt University,TN,2017,15.0
Vanderbilt University,TN,2018,14.0
Vanderbilt University,TN,1984,
Vanderbilt University,TN,1986,
Vanderbilt University,TN,1988,
Vanderbilt University,TN,1989,
Vanderbilt University,TN,1990,24.0
Vanderbilt University,TN,1991,
Vanderbilt University,TN,1992,19.0
Vanderbilt University,TN,1993,25.0
Vanderbilt University,TN,1994,20.0
Vanderbilt University,TN,1995,18.0
Vanderbilt University,TN,1996,22.0
Vanderbilt University,TN,1997,20.0
Vanderbilt University,TN,1998,19.0
Cornell University,NY,2000,11.0
Cornell University,NY,2001,10.0
Cornell University,NY,2002,14.0
Cornell University,NY,2003,14.0
Cornell University,NY,2004,14.0
Cornell University,NY,2005,14.0
Cornell University,NY,2006,13.0
Cornell University,NY,2007,12.0
Cornell University,NY,2008,12.0
Cornell University,NY,2009,14.0
Cornell University,NY,2010,15.0
Cornell University,NY,2011,15.0
Cornell University,NY,2012,15.0
Cornell University,NY,2013,15.0
Cornell University,NY,2014,16.0
Cornell University,NY,2015,15.0
Cornell University,NY,2016,15.0
Cornell University,NY,2017,15.0
Cornell University,NY,2018,14.0
Cornell University,NY,1984,8.0
Cornell University,NY,1986,
Cornell University,NY,1988,11.0
Cornell University,NY,1989,14.0
Cornell University,NY,1990,11.0
Cornell University,NY,1991,9.0
Cornell University,NY,1992,12.0
Cornell University,NY,1993,11.0
Cornell University,NY,1994,10.0
Cornell University,NY,1995,15.0
Cornell University,NY,1996,13.0
Cornell University,NY,1997,14.0
Cornell University,NY,1998,14.0
Rice University,TX,2000,14.0
Rice University,TX,2001,13.0
Rice University,TX,2002,12.0
Rice University,TX,2003,15.0
Rice University,TX,2004,16.0
Rice University,TX,2005,17.0
Rice University,TX,2006,17.0
Rice University,TX,2007,17.0
Rice University,TX,2008,17.0
Rice University,TX,2009,17.0
Rice University,TX,2010,17.0
Rice University,TX,2011,17.0
Rice University,TX,2012,17.0
Rice University,TX,2013,17.0
Rice University,TX,2014,18.0
Rice University,TX,2015,19.0
Rice University,TX,2016,18.0
Rice University,TX,2017,15.0
Rice University,TX,2018,14.0
Rice University,TX,1984,
Rice University,TX,1986,
Rice University,TX,1988,14.0
Rice University,TX,1989,9.0
Rice University,TX,1990,10.0
Rice University,TX,1991,16.0
Rice University,TX,1992,15.0
Rice University,TX,1993,12.0
Rice University,TX,1994,14.0
Rice University,TX,1995,12.0
Rice University,TX,1996,16.0
Rice University,TX,1997,16.0
Rice University,TX,1998,17.0
University of Notre Dame,IN,2000,19.0
University of Notre Dame,IN,2001,19.0
University of Notre Dame,IN,2002,19.0
University of Notre Dame,IN,2003,18.0
University of Notre Dame,IN,2004,19.0
University of Notre Dame,IN,2005,18.0
University of Notre Dame,IN,2006,18.0
University of Notre Dame,IN,2007,20.0
University of Notre Dame,IN,2008,19.0
University of Notre Dame,IN,2009,18.0
University of Notre Dame,IN,2010,20.0
University of Notre Dame,IN,2011,19.0
University of Notre Dame,IN,2012,19.0
University of Notre Dame,IN,2013,17.0
University of Notre Dame,IN,2014,18.0
University of Notre Dame,IN,2015,16.0
University of Notre Dame,IN,2016,18.0
University of Notre Dame,IN,2017,15.0
University of Notre Dame,IN,2018,18.0
University of Notre Dame,IN,1984,
University of Notre Dame,IN,1986,
University of Notre Dame,IN,1988,
University of Notre Dame,IN,1989,18.0
University of Notre Dame,IN,1990,23.0
University of Notre Dame,IN,1991,
University of Notre Dame,IN,1992,
University of Notre Dame,IN,1993,
University of Notre Dame,IN,1994,25.0
University of Notre Dame,IN,1995,19.0
University of Notre Dame,IN,1996,18.0
University of Notre Dame,IN,1997,17.0
University of Notre Dame,IN,1998,19.0
Washington University in St. Louis,MO,2000,17.0
